moordemo - Sheet1
kind,capacity,lat,lng
Staple or Inverted-U,2,39.9555675,-75.16453
Staple or Inverted-U,2,39.9568361,-75.164438
Converted Parking Meter,2,39.9569639,-75.162705
Converted Parking Meter,2,39.9568098,-75.162742
Staple or Inverted-U,2,39.9563021,-75.163486
Staple or Inverted-U,2,39.956117,-75.162892
Converted Parking Meter,2,39.9557778,-75.162967
Staple or Inverted-U,2,39.9508899,-75.16436
Staple or Inverted-U,2,39.9509109,-75.164551
Staple or Inverted-U,2,39.9509871,-75.164545
Staple or Inverted-U,2,39.9510016,-75.164659
Converted Parking Meter,2,39.9510637,-75.165195
Converted Parking Meter,2,39.951049,-75.165069
Staple or Inverted-U,2,39.9510346,-75.164961
Converted Parking Meter,2,39.9510226,-75.16485
Converted Parking Meter,2,39.9510083,-75.164745
Staple or Inverted-U,2,39.9510728,-75.165282
Staple or Inverted-U,2,39.9510964,-75.165482
Converted Parking Meter,2,39.9511097,-75.165544
Staple or Inverted-U,2,39.9510056,-75.165368
Staple or Inverted-U,2,39.951027,-75.165469
Staple or Inverted-U,2,39.9513777,-75.165586
Staple or Inverted-U,2,39.952633,-75.165331
Staple or Inverted-U,2,39.9526449,-75.165433
Staple or Inverted-U,2,39.9526834,-75.165664
Converted Parking Meter,2,39.9559135,-75.171053
Converted Parking Meter,2,39.9576381,-75.172291
Staple or Inverted-U,2,39.9577786,-75.159616
Staple or Inverted-U,2,39.957766,-75.159481
Staple or Inverted-U,2,39.9532684,-75.16195
Staple or Inverted-U,2,39.9532173,-75.161587
Converted Parking Meter,2,39.9531586,-75.1611
Converted Parking Meter,2,39.9530885,-75.160316
Staple or Inverted-U,2,39.9530816,-75.160223
Converted Parking Meter,2,39.953065,-75.160118
Converted Parking Meter,2,39.9530291,-75.159797
Converted Parking Meter,2,39.9530314,-75.159896
Converted Parking Meter,2,39.953048,-75.160001
Staple or Inverted-U,2,39.9533805,-75.159524
Converted Parking Meter,2,39.9539158,-75.158525
Converted Parking Meter,2,39.9539337,-75.158685
Converted Parking Meter,2,39.9539653,-75.159024
Converted Parking Meter,2,39.9539029,-75.158376
Converted Parking Meter,2,39.9538696,-75.158167
Converted Parking Meter,2,39.9538416,-75.157982
Converted Parking Meter,2,39.9539559,-75.157767
Converted Parking Meter,2,39.9542216,-75.157708
Converted Parking Meter,2,39.9547865,-75.157599
Converted Parking Meter,2,39.9548909,-75.157577
Converted Parking Meter,2,39.9551043,-75.157525
Converted Parking Meter,2,39.955294,-75.157481
Converted Parking Meter,2,39.9559344,-75.157339
Converted Parking Meter,2,39.9560956,-75.157295
Converted Parking Meter,2,39.95422,-75.161756
Converted Parking Meter,2,39.9541996,-75.161593
Converted Parking Meter,2,39.9541819,-75.161439
Staple or Inverted-U,2,39.9540821,-75.160714
Converted Parking Meter,2,39.9540548,-75.160455
Staple or Inverted-U,2,39.9539928,-75.159874
Converted Parking Meter,2,39.9538899,-75.159117
Converted Parking Meter,2,39.9539598,-75.159576
Converted Parking Meter,2,39.9538732,-75.158907
Converted Parking Meter,2,39.9538539,-75.158793
Converted Parking Meter,2,39.9538252,-75.158574
Converted Parking Meter,2,39.9537881,-75.158306
Converted Parking Meter,2,39.9537162,-75.157761
Staple or Inverted-U,2,39.9536987,-75.157619
Staple or Inverted-U,2,39.9536841,-75.157502
Converted Parking Meter,2,39.9536717,-75.157375
Converted Parking Meter,2,39.9535972,-75.156821
Converted Parking Meter,2,39.9535819,-75.156673
Converted Parking Meter,2,39.9534975,-75.155994
Converted Parking Meter,2,39.9534856,-75.155892
Staple or Inverted-U,2,39.9534767,-75.155812
Converted Parking Meter,2,39.9534418,-75.155535
Staple or Inverted-U,2,39.9534305,-75.155458
Converted Parking Meter,2,39.9534216,-75.155381
Staple or Inverted-U,2,39.9535396,-75.15638
Converted Parking Meter,2,39.9533878,-75.155153
Staple or Inverted-U,2,39.9533494,-75.154824
Converted Parking Meter,2,39.9532716,-75.154229
Converted Parking Meter,2,39.9532511,-75.154063
Converted Parking Meter,2,39.9531931,-75.153607
Staple or Inverted-U,2,39.9531541,-75.153252
Converted Parking Meter,2,39.9550338,-75.15309
Converted Parking Meter,2,39.9550481,-75.153198
Converted Parking Meter,2,39.9551,-75.153596
Staple or Inverted-U,2,39.9551747,-75.154154
Staple or Inverted-U,2,39.9551459,-75.153938
Converted Parking Meter,2,39.95529,-75.155354
Converted Parking Meter,2,39.9553181,-75.155542
Converted Parking Meter,2,39.9553414,-75.155727
Converted Parking Meter,2,39.9554077,-75.156236
Staple or Inverted-U,2,39.9554312,-75.156433
Converted Parking Meter,2,39.9554885,-75.156964
Converted Parking Meter,2,39.9555315,-75.157281
Converted Parking Meter,2,39.9555089,-75.157127
Converted Parking Meter,2,39.9556313,-75.158114
Converted Parking Meter,2,39.9556636,-75.158382
Converted Parking Meter,2,39.9556981,-75.158641
Staple or Inverted-U,2,39.9522111,-75.162479
Staple or Inverted-U,2,39.9521965,-75.162358
Staple or Inverted-U,2,39.9591242,-75.175159
Staple or Inverted-U,2,39.9591566,-75.175334
Staple or Inverted-U,2,39.9589176,-75.175595
Staple or Inverted-U,2,39.9589752,-75.176742
Staple or Inverted-U,2,39.9580302,-75.17726
Staple or Inverted-U,2,39.9576921,-75.174789
Staple or Inverted-U,2,39.9575928,-75.174033
Staple or Inverted-U,2,39.9569962,-75.174338
Staple or Inverted-U,2,39.9574683,-75.174245
Staple or Inverted-U,2,39.9572552,-75.1743
Staple or Inverted-U,2,39.9575146,-75.174289
Staple or Inverted-U,2,39.9574476,-75.174301
Staple or Inverted-U,2,39.9573497,-75.174323
Staple or Inverted-U,2,39.9568221,-75.174433
Staple or Inverted-U,2,39.9569574,-75.17441
Staple or Inverted-U,2,39.956192,-75.174605
Staple or Inverted-U,2,39.9561199,-75.173051
Staple or Inverted-U,2,39.9560601,-75.172716
Staple or Inverted-U,2,39.9556661,-75.172812
Staple or Inverted-U,2,39.9555225,-75.171953
Converted Parking Meter,2,39.9555757,-75.172279
Staple or Inverted-U,2,39.9517637,-75.158867
Staple or Inverted-U,2,39.952023,-75.161062
Staple or Inverted-U,2,39.9518355,-75.159515
Staple or Inverted-U,2,39.9517826,-75.159071
Staple or Inverted-U,2,39.9516306,-75.157831
Staple or Inverted-U,2,39.9515301,-75.156968
Staple or Inverted-U,2,39.9514232,-75.156036
Staple or Inverted-U,2,39.9513498,-75.155531
Converted Parking Meter,2,39.9508604,-75.15371
Converted Parking Meter,2,39.9502908,-75.153825
Converted Parking Meter,2,39.9497305,-75.154558
Converted Parking Meter,2,39.9497521,-75.154669
Converted Parking Meter,2,39.9497744,-75.154811
Converted Parking Meter,2,39.949788,-75.15499
Converted Parking Meter,2,39.9498107,-75.15515
Staple or Inverted-U,2,39.9498493,-75.155384
Staple or Inverted-U,2,39.9498689,-75.155619
Converted Parking Meter,2,39.9499401,-75.156235
Converted Parking Meter,2,39.9498958,-75.155754
Converted Parking Meter,2,39.9499781,-75.156438
Converted Parking Meter,2,39.949995,-75.156555
Converted Parking Meter,2,39.9500085,-75.156728
Staple or Inverted-U,2,39.950047,-75.156956
Staple or Inverted-U,2,39.9500702,-75.157243
Staple or Inverted-U,2,39.9500868,-75.157348
Converted Parking Meter,2,39.9501046,-75.157502
Converted Parking Meter,2,39.9501399,-75.157798
Staple or Inverted-U,2,39.9501584,-75.157983
Converted Parking Meter,2,39.9501758,-75.158119
Staple or Inverted-U,2,39.9501873,-75.158205
Converted Parking Meter,2,39.9502083,-75.158291
Converted Parking Meter,2,39.9502151,-75.158384
Staple or Inverted-U,2,39.9502261,-75.158445
Staple or Inverted-U,2,39.9502665,-75.15876
Converted Parking Meter,2,39.9502831,-75.158858
Staple or Inverted-U,2,39.9502951,-75.158969
Converted Parking Meter,2,39.9503723,-75.159642
Staple or Inverted-U,2,39.9504494,-75.160314
Converted Parking Meter,2,39.9504899,-75.160628
Staple or Inverted-U,2,39.9504713,-75.160437
Converted Parking Meter,2,39.9505067,-75.160739
Staple or Inverted-U,2,39.9505529,-75.161097
Converted Parking Meter,2,39.9505692,-75.161183
Converted Parking Meter,2,39.9505809,-75.161282
Converted Parking Meter,2,39.9505977,-75.161392
Staple or Inverted-U,2,39.950615,-75.161578
Staple or Inverted-U,2,39.9506211,-75.161635
Staple or Inverted-U,2,39.9506282,-75.161686
Converted Parking Meter,2,39.9501612,-75.158003
Staple or Inverted-U,2,39.9506497,-75.1619
Staple or Inverted-U,2,39.9506568,-75.162002
Staple or Inverted-U,2,39.9506611,-75.162033
Staple or Inverted-U,2,39.9506641,-75.16206
Converted Parking Meter,2,39.9506702,-75.162122
Converted Parking Meter,2,39.9506767,-75.162196
Staple or Inverted-U,2,39.950686,-75.162292
Converted Parking Meter,2,39.950691,-75.162354
Converted Parking Meter,2,39.9507184,-75.162566
Staple or Inverted-U,2,39.9507065,-75.162463
Staple or Inverted-U,2,39.9507333,-75.162697
Converted Parking Meter,2,39.9507631,-75.162964
Staple or Inverted-U,2,39.950779,-75.163088
Staple or Inverted-U,2,39.9508055,-75.163257
Converted Parking Meter,2,39.9508191,-75.163331
Converted Parking Meter,2,39.9508303,-75.163408
Staple or Inverted-U,2,39.950836,-75.163448
Staple or Inverted-U,2,39.9508683,-75.163716
Staple or Inverted-U,2,39.9508772,-75.163793
Staple or Inverted-U,2,39.952196,-75.161912
Staple or Inverted-U,2,39.9520802,-75.161006
Staple or Inverted-U,2,39.9520036,-75.160358
Staple or Inverted-U,2,39.9519411,-75.159755
Staple or Inverted-U,2,39.9519393,-75.159727
Staple or Inverted-U,2,39.951934,-75.159703
Staple or Inverted-U,2,39.9519299,-75.15968
Staple or Inverted-U,2,39.9518276,-75.1589
Staple or Inverted-U,2,39.951827,-75.158872
Staple or Inverted-U,2,39.9518252,-75.158846
Staple or Inverted-U,2,39.9517892,-75.158573
Staple or Inverted-U,2,39.9517836,-75.158484
Staple or Inverted-U,2,39.9517464,-75.158208
Staple or Inverted-U,2,39.951642,-75.157278
Staple or Inverted-U,2,39.9516413,-75.157247
Staple or Inverted-U,2,39.9516335,-75.157219
Staple or Inverted-U,2,39.9514833,-75.156113
Staple or Inverted-U,2,39.9514022,-75.155478
Staple or Inverted-U,2,39.9513337,-75.154979
Staple or Inverted-U,2,39.9513189,-75.154852
Staple or Inverted-U,2,39.9511967,-75.153875
Staple or Inverted-U,2,39.9496852,-75.154611
Staple or Inverted-U,2,39.9497205,-75.154904
Staple or Inverted-U,2,39.9497751,-75.155317
Staple or Inverted-U,2,39.9498271,-75.155721
Staple or Inverted-U,2,39.9498306,-75.155767
Staple or Inverted-U,2,39.9497556,-75.155191
Staple or Inverted-U,2,39.9499031,-75.156341
Staple or Inverted-U,2,39.9499115,-75.156396
Staple or Inverted-U,2,39.9499549,-75.156732
Staple or Inverted-U,2,39.9499583,-75.156775
Staple or Inverted-U,2,39.950541,-75.16157
Staple or Inverted-U,2,39.9505037,-75.161292
Staple or Inverted-U,2,39.9505123,-75.161357
Staple or Inverted-U,2,39.9504678,-75.160968
Staple or Inverted-U,2,39.9504237,-75.160598
Staple or Inverted-U,2,39.9504063,-75.160463
Staple or Inverted-U,2,39.9502737,-75.159446
Staple or Inverted-U,2,39.9500917,-75.157932
Staple or Inverted-U,2,39.9500806,-75.157864
Staple or Inverted-U,2,39.9506193,-75.162189
Staple or Inverted-U,2,39.9506472,-75.162371
Staple or Inverted-U,2,39.9507022,-75.162905
Staple or Inverted-U,2,39.9507156,-75.162969
Staple or Inverted-U,2,39.9507838,-75.163459
Staple or Inverted-U,2,39.9508031,-75.163576
Staple or Inverted-U,2,39.9508204,-75.163706
Converted Parking Meter,2,39.9529881,-75.152313
Converted Parking Meter,2,39.9531488,-75.152554
Staple or Inverted-U,2,39.9530801,-75.152316
Converted Parking Meter,2,39.9530679,-75.152111
Staple or Inverted-U,2,39.9530004,-75.151902
Staple or Inverted-U,2,39.9527207,-75.149404
Staple or Inverted-U,2,39.9526609,-75.149474
Staple or Inverted-U,2,39.9526626,-75.148659
Staple or Inverted-U,2,39.9526635,-75.148703
Converted Parking Meter,2,39.9523775,-75.146304
Converted Parking Meter,2,39.9523445,-75.14616
Converted Parking Meter,2,39.9522672,-75.145589
Staple or Inverted-U,2,39.9522465,-75.145487
Converted Parking Meter,2,39.9520923,-75.144063
Staple or Inverted-U,2,39.9520595,-75.144014
Staple or Inverted-U,2,39.952057,-75.143794
Converted Parking Meter,2,39.9520461,-75.143768
Staple or Inverted-U,2,39.9518833,-75.142479
Staple or Inverted-U,2,39.9518342,-75.14287
Converted Parking Meter,2,39.9519984,-75.14359
Converted Parking Meter,2,39.9519852,-75.143898
Staple or Inverted-U,2,39.9520807,-75.144573
Converted Parking Meter,2,39.9522101,-75.145804
Staple or Inverted-U,2,39.9523239,-75.145989
Converted Parking Meter,2,39.9523308,-75.146005
Converted Parking Meter,2,39.9522581,-75.146126
Staple or Inverted-U,2,39.9524473,-75.147172
Converted Parking Meter,2,39.9525583,-75.147898
Converted Parking Meter,2,39.9525561,-75.14803
Staple or Inverted-U,2,39.9525465,-75.14919
Staple or Inverted-U,2,39.9526244,-75.149428
Converted Parking Meter,2,39.9529574,-75.152548
Converted Parking Meter,2,39.9530708,-75.152638
Converted Parking Meter,2,39.9530766,-75.15279
Converted Parking Meter,2,39.9530917,-75.152885
Staple or Inverted-U,2,39.9517266,-75.153403
Staple or Inverted-U,2,39.9515181,-75.15345
Staple or Inverted-U,2,39.9511498,-75.153238
Staple or Inverted-U,2,39.9510482,-75.152406
Staple or Inverted-U,2,39.9506962,-75.149808
Staple or Inverted-U,2,39.9506829,-75.149708
Staple or Inverted-U,2,39.9507172,-75.149753
Staple or Inverted-U,2,39.9507291,-75.149833
Staple or Inverted-U,2,39.9507118,-75.149649
Converted Parking Meter,2,39.9505555,-75.148498
Converted Parking Meter,2,39.9505288,-75.14834
Converted Parking Meter,2,39.9505081,-75.148201
Converted Parking Meter,2,39.9504942,-75.14799
Converted Parking Meter,2,39.9504517,-75.147723
Converted Parking Meter,2,39.9504481,-75.147604
Staple or Inverted-U,2,39.9502828,-75.146088
Staple or Inverted-U,2,39.9501295,-75.144726
Converted Parking Meter,2,39.9499993,-75.142418
Converted Parking Meter,2,39.9497015,-75.142685
Converted Parking Meter,2,39.9497624,-75.143129
Converted Parking Meter,2,39.9497685,-75.143191
Staple or Inverted-U,2,39.9537296,-75.165538
Staple or Inverted-U,2,39.954195,-75.166464
Staple or Inverted-U,2,39.9538828,-75.16668
Staple or Inverted-U,2,39.9540959,-75.166616
Staple or Inverted-U,2,39.954205,-75.166587
Staple or Inverted-U,2,39.953759,-75.165785
Staple or Inverted-U,2,39.9537882,-75.166025
Staple or Inverted-U,2,39.9541142,-75.166473
Staple or Inverted-U,2,39.9544234,-75.166548
Staple or Inverted-U,2,39.9546083,-75.166504
Staple or Inverted-U,2,39.9540109,-75.167928
Converted Parking Meter,2,39.9542911,-75.170214
Converted Parking Meter,2,39.9543058,-75.170336
Staple or Inverted-U,2,39.954315,-75.170429
Staple or Inverted-U,2,39.9543388,-75.170635
Staple or Inverted-U,2,39.9558874,-75.174679
Staple or Inverted-U,2,39.9559482,-75.175294
Staple or Inverted-U,2,39.955979,-75.175481
Staple or Inverted-U,2,39.9559643,-75.1761
Staple or Inverted-U,2,39.9560762,-75.176803
Staple or Inverted-U,2,39.9561701,-75.176754
Staple or Inverted-U,2,39.9561202,-75.176714
Converted Parking Meter,2,39.9546984,-75.176411
Converted Parking Meter,2,39.9543751,-75.176537
Converted Parking Meter,2,39.9543606,-75.176645
Converted Parking Meter,2,39.9542019,-75.176536
Converted Parking Meter,2,39.9542181,-75.176666
Converted Parking Meter,2,39.9541672,-75.177491
Converted Parking Meter,2,39.9540517,-75.17719
Staple or Inverted-U,2,39.9542671,-75.178168
Converted Parking Meter,2,39.9542124,-75.178685
Converted Parking Meter,2,39.9542781,-75.179089
Converted Parking Meter,2,39.9543757,-75.179174
Staple or Inverted-U,2,39.9543995,-75.179418
Staple or Inverted-U,2,39.9543569,-75.170746
Staple or Inverted-U,2,39.9543949,-75.170949
Converted Parking Meter,2,39.954397,-75.171042
Converted Parking Meter,2,39.9544084,-75.171128
Staple or Inverted-U,2,39.9544244,-75.171202
Staple or Inverted-U,2,39.954431,-75.171282
Converted Parking Meter,2,39.9542263,-75.170448
Converted Parking Meter,2,39.9543111,-75.17125
Staple or Inverted-U,2,39.9543081,-75.17112
Converted Parking Meter,2,39.9542787,-75.170873
Staple or Inverted-U,2,39.954261,-75.170719
Staple or Inverted-U,2,39.9542249,-75.170386
Converted Parking Meter,2,39.954213,-75.170281
Staple or Inverted-U,2,39.9542021,-75.170219
Converted Parking Meter,2,39.9542009,-75.17017
Staple or Inverted-U,2,39.9541947,-75.170102
Staple or Inverted-U,2,39.9541839,-75.170046
Staple or Inverted-U,2,39.9541711,-75.169901
Converted Parking Meter,2,39.9539921,-75.168514
Staple or Inverted-U,2,39.9539299,-75.168083
Converted Parking Meter,2,39.9538925,-75.167694
Converted Parking Meter,2,39.9538707,-75.167571
Converted Parking Meter,2,39.9538731,-75.167466
Staple or Inverted-U,2,39.9538576,-75.16741
Staple or Inverted-U,2,39.9537366,-75.166486
Staple or Inverted-U,2,39.9537249,-75.166387
Staple or Inverted-U,2,39.9533276,-75.151508
Staple or Inverted-U,2,39.9531881,-75.151541
Staple or Inverted-U,2,39.9583282,-75.171505
Staple or Inverted-U,2,39.9581991,-75.171491
Staple or Inverted-U,2,39.9581082,-75.171476
Converted Parking Meter,2,39.9578434,-75.172211
Staple or Inverted-U,2,39.9566627,-75.168827
Staple or Inverted-U,2,39.9567656,-75.168737
Converted Parking Meter,2,39.9503665,-75.150553
Staple or Inverted-U,2,39.955375,-75.167538
Converted Parking Meter,2,39.9555825,-75.167648
Staple or Inverted-U,2,39.9493185,-75.150952
Staple or Inverted-U,2,39.9551826,-75.169775
Converted Parking Meter,2,39.9552108,-75.169972
Converted Parking Meter,2,39.9552703,-75.170496
Converted Parking Meter,2,39.9552941,-75.170706
Converted Parking Meter,2,39.9553124,-75.170885
Staple or Inverted-U,2,39.9554405,-75.170855
Converted Parking Meter,2,39.9551311,-75.167912
Converted Parking Meter,2,39.955245,-75.167889
Staple or Inverted-U,2,39.9563348,-75.169279
Staple or Inverted-U,2,39.9525772,-75.165658
Staple or Inverted-U,2,39.9501675,-75.172723
Staple or Inverted-U,2,39.9498688,-75.172797
Staple or Inverted-U,2,39.9493473,-75.172928
Staple or Inverted-U,2,39.9456738,-75.1652
Staple or Inverted-U,2,39.9470295,-75.165483
Staple or Inverted-U,2,39.9472937,-75.168112
Staple or Inverted-U,2,39.9437688,-75.165613
Staple or Inverted-U,2,39.9441385,-75.165519
Staple or Inverted-U,2,39.9443434,-75.171393
Converted Parking Meter,2,39.9444291,-75.171383
Staple or Inverted-U,2,39.9511257,-75.165775
Staple or Inverted-U,2,39.9511447,-75.165932
Staple or Inverted-U,2,39.9507868,-75.164066
Staple or Inverted-U,2,39.9506717,-75.164092
Staple or Inverted-U,2,39.9503633,-75.164154
Converted Parking Meter,2,39.9514992,-75.168512
Converted Parking Meter,2,39.9515053,-75.168571
Staple or Inverted-U,2,39.9515166,-75.168651
Staple or Inverted-U,2,39.951627,-75.168681
Staple or Inverted-U,2,39.9527917,-75.157678
Converted Parking Meter,2,39.9525412,-75.155717
Converted Parking Meter,2,39.9524291,-75.154768
Converted Parking Meter,2,39.9523746,-75.154466
Staple or Inverted-U,2,39.9553547,-75.154891
Staple or Inverted-U,2,39.955554,-75.156327
Staple or Inverted-U,2,39.9556773,-75.15714
Staple or Inverted-U,2,39.9559273,-75.159343
Staple or Inverted-U,2,39.9483634,-75.164379
Staple or Inverted-U,2,39.9436166,-75.165316
Staple or Inverted-U,2,39.9436082,-75.165257
Converted Parking Meter,2,39.9435553,-75.164816
Converted Parking Meter,2,39.9435356,-75.164681
Converted Parking Meter,2,39.9432474,-75.162369
Staple or Inverted-U,2,39.9432243,-75.162187
Converted Parking Meter,2,39.9432035,-75.162005
Converted Parking Meter,2,39.9429137,-75.159622
Converted Parking Meter,2,39.9428141,-75.158486
Converted Parking Meter,2,39.9427995,-75.158369
Staple or Inverted-U,2,39.9427552,-75.15799
Staple or Inverted-U,2,39.9427464,-75.157916
Converted Parking Meter,2,39.9427432,-75.157882
Staple or Inverted-U,2,39.942732,-75.157808
Converted Parking Meter,2,39.9426095,-75.15692
Converted Parking Meter,2,39.9425524,-75.156399
Staple or Inverted-U,2,39.9417351,-75.157366
Staple or Inverted-U,2,39.9417485,-75.157433
Staple or Inverted-U,2,39.9418949,-75.158636
Converted Parking Meter,2,39.952671,-75.157927
Converted Parking Meter,2,39.9526577,-75.15776
Converted Parking Meter,2,39.9526443,-75.15759
Converted Parking Meter,2,39.9526261,-75.157417
Converted Parking Meter,2,39.9526193,-75.157324
Converted Parking Meter,2,39.9526015,-75.15717
Converted Parking Meter,2,39.9525739,-75.157004
Converted Parking Meter,2,39.9492856,-75.156994
Converted Parking Meter,2,39.9495974,-75.159398
Converted Parking Meter,2,39.9501066,-75.163796
Converted Parking Meter,2,39.9501139,-75.163907
Staple or Inverted-U,2,39.9504753,-75.163862
Converted Parking Meter,2,39.9499779,-75.169593
Converted Parking Meter,2,39.9499966,-75.169788
Staple or Inverted-U,2,39.9500103,-75.169865
Staple or Inverted-U,2,39.9500085,-75.170738
Staple or Inverted-U,2,39.9499324,-75.170747
Staple or Inverted-U,2,39.9496526,-75.170814
Staple or Inverted-U,2,39.9495433,-75.170833
Staple or Inverted-U,2,39.947539,-75.171281
Converted Parking Meter,2,39.9488123,-75.169598
Converted Parking Meter,2,39.9488704,-75.170063
Converted Parking Meter,2,39.9489762,-75.170418
Staple or Inverted-U,2,39.9484373,-75.167766
Staple or Inverted-U,2,39.9494052,-75.165016
Converted Parking Meter,2,39.9495264,-75.165841
Staple or Inverted-U,2,39.9494473,-75.165931
Converted Parking Meter,2,39.9503002,-75.172155
Staple or Inverted-U,2,39.9502615,-75.171813
Staple or Inverted-U,2,39.9441098,-75.169429
Staple or Inverted-U,2,39.9441786,-75.169417
Converted Parking Meter,2,39.9489949,-75.170613
Converted Parking Meter,2,39.9440605,-75.169041
Staple or Inverted-U,2,39.9440515,-75.168961
Staple or Inverted-U,2,39.9438139,-75.16709
Staple or Inverted-U,2,39.9437817,-75.166825
Converted Parking Meter,2,39.9437701,-75.166729
Staple or Inverted-U,2,39.9437387,-75.165866
Staple or Inverted-U,2,39.9437607,-75.166101
Staple or Inverted-U,2,39.9437998,-75.166356
Staple or Inverted-U,2,39.9439501,-75.167208
Staple or Inverted-U,2,39.945218,-75.169945
Staple or Inverted-U,2,39.9520051,-75.171855
Converted Parking Meter,2,39.9518388,-75.171562
Staple or Inverted-U,2,39.9517757,-75.171035
Staple or Inverted-U,2,39.9515098,-75.169338
Converted Parking Meter,2,39.9504523,-75.168957
Staple or Inverted-U,2,39.9502471,-75.170591
Staple or Inverted-U,2,39.9516487,-75.170581
Staple or Inverted-U,2,39.9516814,-75.170766
Staple or Inverted-U,2,39.9517114,-75.171037
Staple or Inverted-U,2,39.9517533,-75.17142
Staple or Inverted-U,2,39.9462744,-75.169852
Staple or Inverted-U,2,39.9476791,-75.16956
Staple or Inverted-U,2,39.9475782,-75.168043
Converted Parking Meter,2,39.9479173,-75.167965
Staple or Inverted-U,2,39.9475928,-75.167953
Staple or Inverted-U,2,39.9477649,-75.166382
Staple or Inverted-U,2,39.9485187,-75.166617
Staple or Inverted-U,2,39.9484641,-75.166733
Staple or Inverted-U,2,39.9482972,-75.164825
Staple or Inverted-U,2,39.9483069,-75.16494
Staple or Inverted-U,2,39.9483219,-75.165075
Staple or Inverted-U,2,39.9483591,-75.16535
Staple or Inverted-U,2,39.9493404,-75.165947
Converted Parking Meter,2,39.9495979,-75.166477
Converted Parking Meter,2,39.9495561,-75.166209
Staple or Inverted-U,2,39.9491984,-75.167687
Converted Parking Meter,2,39.9493384,-75.167657
Staple or Inverted-U,2,39.9521377,-75.178295
Converted Parking Meter,2,39.9526969,-75.178355
Converted Parking Meter,2,39.9529479,-75.180405
Staple or Inverted-U,2,39.9540403,-75.17659
Converted Parking Meter,2,39.9540384,-75.176503
Converted Parking Meter,2,39.9540221,-75.176417
Staple or Inverted-U,2,39.9540149,-75.176306
Converted Parking Meter,2,39.954003,-75.176201
Converted Parking Meter,2,39.9538835,-75.175444
Converted Parking Meter,2,39.9538718,-75.175348
Converted Parking Meter,2,39.9538682,-75.175293
Staple or Inverted-U,2,39.9539393,-75.176453
Converted Parking Meter,2,39.9538617,-75.175756
Converted Parking Meter,2,39.9526423,-75.177933
Converted Parking Meter,2,39.9526444,-75.177815
Converted Parking Meter,2,39.9526369,-75.177692
Staple or Inverted-U,2,39.9525525,-75.177757
Staple or Inverted-U,2,39.9525335,-75.177547
Staple or Inverted-U,2,39.952822,-75.177016
Staple or Inverted-U,2,39.9527029,-75.17702
Converted Parking Meter,2,39.9531822,-75.176921
Converted Parking Meter,2,39.9530686,-75.176957
Staple or Inverted-U,2,39.9533359,-75.176761
Converted Parking Meter,2,39.9511895,-75.178422
Converted Parking Meter,2,39.9514593,-75.177272
Converted Parking Meter,2,39.9516466,-75.176062
Staple or Inverted-U,2,39.9523512,-75.176119
Staple or Inverted-U,2,39.9523017,-75.175613
Converted Parking Meter,2,39.9517054,-75.175493
Converted Parking Meter,2,39.9524125,-75.176092
Staple or Inverted-U,2,39.9531998,-75.175269
Converted Parking Meter,2,39.9517978,-75.175471
Converted Parking Meter,2,39.9525665,-75.175306
Staple or Inverted-U,2,39.9528845,-75.173221
Staple or Inverted-U,2,39.9527204,-75.173983
Converted Parking Meter,2,39.9524041,-75.173487
Staple or Inverted-U,2,39.9522716,-75.173529
Staple or Inverted-U,2,39.9521421,-75.173711
Converted Parking Meter,2,39.9521591,-75.173828
Converted Parking Meter,2,39.9522071,-75.174266
Converted Parking Meter,2,39.9522189,-75.174371
Staple or Inverted-U,2,39.9522171,-75.174501
Staple or Inverted-U,2,39.952284,-75.174932
Converted Parking Meter,2,39.9523064,-75.17508
Staple or Inverted-U,2,39.9523194,-75.175234
Staple or Inverted-U,2,39.9522381,-75.175225
Converted Parking Meter,2,39.9521873,-75.174769
Staple or Inverted-U,2,39.9521699,-75.174627
Staple or Inverted-U,2,39.9521182,-75.174238
Staple or Inverted-U,2,39.9520692,-75.173968
Staple or Inverted-U,2,39.952054,-75.173714
Staple or Inverted-U,2,39.9520841,-75.173357
Converted Parking Meter,2,39.9520616,-75.173203
Converted Parking Meter,2,39.9520496,-75.173092
Converted Parking Meter,2,39.9520381,-75.173006
Converted Parking Meter,2,39.9519746,-75.172512
Converted Parking Meter,2,39.9519578,-75.172401
Converted Parking Meter,2,39.9519506,-75.172296
Staple or Inverted-U,2,39.9519389,-75.172198
Converted Parking Meter,2,39.9519264,-75.172068
Staple or Inverted-U,2,39.9518895,-75.172547
Staple or Inverted-U,2,39.9518677,-75.172423
Converted Parking Meter,2,39.951295,-75.175567
Converted Parking Meter,2,39.9509726,-75.175647
Converted Parking Meter,2,39.9515197,-75.175225
Converted Parking Meter,2,39.9514807,-75.174922
Converted Parking Meter,2,39.9514307,-75.174499
Converted Parking Meter,2,39.9514829,-75.173638
Staple or Inverted-U,2,39.9519883,-75.173532
Converted Parking Meter,2,39.9518851,-75.173554
Converted Parking Meter,2,39.9511847,-75.172568
Converted Parking Meter,2,39.9538559,-75.167336
Converted Parking Meter,2,39.9538496,-75.167268
Staple or Inverted-U,2,39.9538335,-75.167188
Staple or Inverted-U,2,39.953815,-75.167003
Staple or Inverted-U,2,39.9537947,-75.166948
Staple or Inverted-U,2,39.9537929,-75.166868
Staple or Inverted-U,2,39.9537235,-75.166325
